0.223,0.223,0.196771127,0.824670473,0,0.804911485,0.804911485,1.353473841,1.353473841,0,0,0,1.328667098,1.328667098,1.149922111,0.397781348,0.021863459,0.021863459,0.021863459,0.165642383,0,0.313949673,-0.14830729,0.313949673,0.308209807,0,0.464602187,0,-0.15639238,0.239107632,0.239107632,0.239107632,0,496.2217761,-495.9826685,-499.5950455,500,-0.165846833,0.239107632,1.816518553,1.57741092,2.485670196,0.571156369,0.283,0,-0.345591768,0.322239213,-500,0.908259276,-0.314649768,2.72179894,-496.0589082,0.563628181,-498.7138863,0.026331444,-0.907503086,0.908259276,-0.801115413,-0.102251638,-1.082179826,0.003,0.026331444,-0.907503086,0.908259276,-0.801115413,-0.102251638,-1.365179826,-0.283,0.223,0,0.026331444,0,0.028240506,0.002978889
0.223,0.223,0.196771127,0.824670473,0,0.804911485,0.804911485,1.353473841,1.353473841,0,0,0,1.328667098,1.328667098,1.149922111,0.397781348,0.021863459,0.021863459,0.021863459,0.165642383,0,0.313949673,-0.14830729,0.313949673,0.308209807,0,0.464602187,0,-0.15639238,0.239107632,0.239107632,0.239107632,0,496.2217761,-495.9826685,-499.5950455,500,-0.165846833,0.239107632,1.816518553,1.57741092,2.485670196,0.571156369,0.283,0,-0.345591768,0.322239213,-500,0.908259276,-0.314649768,2.72179894,-496.0589082,0.563628181,-498.7138863,0.026331444,-0.907503086,0.908259276,-0.801115413,-0.102251638,-1.082179826,0.003,0.026331444,-0.907503086,0.908259276,-0.801115413,-0.102251638,-1.365179826,-0.283,0.223,0,0.026331444,0,0.028240506,0.002978889
0.223,0.223,0.196771127,0.056875067,0,0.037116078,0.037116078,0.001066949,0.001066949,0,0,0,0,0,0.237823421,0.003852511,0.021863459,0.021863459,6.34E-12,-0.035071399,0,-0.06994803,0.034876632,-0.06994803,-1.11E-12,0,-7.46E-12,500,-499.8686484,0.109010203,0.109010203,0.109010203,0,499.9251212,-499.816111,-499.6671492,499.6713102,0.104849173,0.109010203,0.109010203,4.49E-12,0.054505101,0.338169009,0.283,-1.83E-12,-499.7841729,499.7637992,-500,0.054505101,-0.349063467,0.163515304,-499.7012806,-0.100996661,-500,0.020373666,0.069515298,0.054505101,-0.349063467,0.042051646,0.377661454,0.003,0.020373666,0.069515298,0.054505101,-0.349063467,0.042051646,0.094661454,-0.283,0.223,0,0.020373666,0,0.001214637,0
0.223,0.223,0.196771127,0.056875067,0,0.037116078,0.037116078,0.001066949,0.001066949,0,0,0,0,0,0.222247147,0.003852511,0.021863459,6.34E-12,6.34E-12,-0.035071399,0,-0.06994803,0.034876632,-0.06994803,-3.48E-12,0,-9.81E-12,500,-499.8667383,0.107941481,0.107941481,0.107941481,0,499.8890796,-499.7811381,-499.6837942,499.6879552,0.103780451,0.107941481,0.121380311,0.01343883,0.074128985,0.321524014,0.283,0,-499.7863104,499.7629578,-500,0.060690156,-0.348836191,0.179091578,-499.6837942,-0.099927939,-500,0.026331444,0.011610237,0.060690156,-0.348836191,0.057627919,0.401435079,0.003,0.026331444,0.011610237,0.060690156,-0.348836191,0.057627919,0.118435079,-0.283,0.223,0,0.026331444,0,0.001214637,0.002978889
0.223,0.223,0.196771127,0.159015059,0,0.139256071,0.139256071,0.179811936,0.179811936,0,0,0,0.178744987,0.178744987,0,0.003852511,0.021863459,0.013553354,6.34E-12,-0.0095364,0,-0.018878034,0.009341633,-0.018878034,2.08E-13,0,-1.01E-11,500,-499.9917415,0.155731004,0.155731004,0.155731004,0,499.6408361,-499.4851051,-499.6831778,499.6873388,0.151569974,0.155731004,0.335713016,0.179982012,0.34783852,0.477094388,0.283,0.02048201,-499.6907313,499.8401716,-499.9987344,0.167856508,-0.319411954,0.503478718,-499.4606193,-0.183345082,-499.976209,-0.169831455,-0.22181431,0.167856508,-0.319411954,0.382015059,0.084133455,0.003,-0.169831455,-0.22181431,0.167856508,-0.319411954,0.382015059,-0.198866545,-0.283,0.223,0,-0.169831455,0,0.001214637,9.08E-05
0.223,0.212850422,0.187636506,0.489286309,0,0.46952732,0.46952732,0.755507488,0.566844796,0,0.188662692,0.188662692,0.75449007,0.75449007,0.575745082,0,0.020848501,0.006628507,0,0.075319588,0,0.150824901,-0.075505313,0.150824901,0,0,8.02E-11,264.986083,-264.9756869,1.77E-11,1.77E-11,1.09E-12,4.92E-12,269.6561981,-269.6561981,-499.9960321,500,-0.003967865,1.09E-12,0.176418538,0.176418538,0.264627807,0.571156369,0.283,3.03E-12,-265.0020373,264.9796548,-270.119627,0.088209269,-0.006428224,0.262618928,-499.5346121,0.003967865,-499.8076271,0.024391424,-0.319555684,0.088209269,-0.006428224,0.126391648,-0.485534532,0.003,0.024391424,-0.319555684,0.088209269,-0.006428224,0.126391648,-0.768534532,-0.283,0.223,0,0.024391424,0.020402276,0.00115825,0.002008879
0.223,0.010546108,2.89E-12,0.615430856,0,0.595671867,0.595671867,0.92876036,0,0,0.92876036,0.92876036,0.9212683,0.9212683,0.742523313,0.100406884,0,0,0,0.153173892,0,0.307715428,-0.154541536,0.307715428,0.07335475,0,0.153524062,499.8300899,-499.9102592,0.03618503,0.03618503,0.03618503,0,498.8901323,-498.8539472,-499.8974267,500,-0.066388258,0.03618503,0.492895997,0.456710967,0.703158966,0.571156369,0.283,0,-500,499.9766474,-500,0.246447999,0.009965656,0.736365107,-498.8267229,0.166795142,-499.5099708,0.026331444,-0.249464223,0.246447999,-0.143558406,-0.116546349,-0.669025637,0.003,0.026331444,-0.249464223,0.246447999,-0.143558406,-0.116546349,-0.952025637,-0.283,0.223,0,0.026331444,0,0.008529115,0.002978889
0.223,0.223,0.196771127,0.810299375,0,0.790540386,0.790540386,1.317546095,0,0,1.317546095,1.317546095,1.294420084,1.294420084,1.115675097,0.374214371,0.021863459,0,0,0.151271285,0,0.306764124,-0.155492839,0.306764124,0.290711574,0,0.452024801,499.6591418,-499.820455,0.224709076,0.224709076,0.224709076,0,496.461251,-496.2365419,-499.6190985,500,-0.156192412,0.224709076,1.70221048,1.477501405,2.328606645,0.571156369,0.283,0,-500,499.9766474,-500,0.85110524,-0.281417808,2.550336832,-496.3080374,0.530406783,-498.7805638,0.026331444,-0.882910467,0.85110524,-0.733442609,-0.082375722,-1.042075044,0.003,0.026331444,-0.882910467,0.85110524,-0.733442609,-0.082375722,-1.325075044,-0.283,0.223,0,0.026331444,0,0.026327126,0.002978889
0.223,0.223,0.196771127,0.810299375,0,0.790540386,0.790540386,1.317546095,0,0,1.317546095,1.317546095,1.294420084,1.294420084,1.115675097,0.374214371,0.021863459,0.021863459,0,0.151271285,0,0.306764124,-0.155492839,0.306764124,0.290711574,0,0.452024801,499.6591418,-499.820455,0.224709076,0.224709076,0.224709076,0,496.461251,-496.2365419,-499.6190985,500,-0.156192412,0.224709076,1.70221048,1.477501405,2.328606645,0.571156369,0.283,0,-500,499.9766474,-500,0.85110524,-0.281417808,2.550336832,-496.3080374,0.530406783,-498.7805638,0.026331444,-0.861047008,0.85110524,-0.733442609,-0.082375722,-1.063938502,0.003,0.026331444,-0.861047008,0.85110524,-0.733442609,-0.082375722,-1.346938502,-0.283,0.223,0,0.026331444,0,0.026327126,0.002978889
0.223,0.223,0.196771127,0.65902809,0,0.639269102,0.639269102,0.939367883,0.939367883,0,0,0,0.938300934,0.938300934,0.759555946,0.158267207,0.021863459,0.021863459,6.34E-12,0,0,0.231128482,-0.231128482,0.231128482,0.154414696,0,2.21E-09,499.9997289,-499.8453142,0.12909443,0.12909443,0.12909443,0,499.0650226,-498.9359282,-499.8414243,500,-0.029481297,0.12909443,1.049075376,0.919980946,1.444518634,0.571156369,0.283,1.298460038,-499.898148,499.8747955,-500,0.524537688,-0.412295034,0.272174137,-499.0385202,0.187748504,-499.4689615,0.026331444,-0.762345001,0.524537688,-0.412295036,0.122472144,-0.537576367,0.003,0.026331444,-0.762345001,0.524537688,-0.412295036,0.122472144,-0.820576367,-0.283,0.223,0,0.026331444,0.028238333,0.001214637,1.301438927
